region_1,region_2,region_3,region_4,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,FR,fr,16FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,17FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,18FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,19FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,20FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,21FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,22FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,23FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,24FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,25FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,26FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr,27FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,FR,fr_co,99FR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,GR,gr,68GR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,GR,gr,69GR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,HR,hr,62HR,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,HU,hu,58HU,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IE,ie,96IE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_cn,53IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_cs,54IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_n,52IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_s,55IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_sar,98IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,IT,it_sic,56IT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,LT,lt,77LT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,LU,lu,29LU,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,LV,lv,78LV,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,NL,nl,30NL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PL,pl,41PL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PL,pl,42PL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PL,pl,43PL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PL,pl,44PL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PL,pl,45PL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PT,pt,12PT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,PT,pt,13PT,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,RO,ro,59RO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,RO,ro,60RO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,RO,ro,61RO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SE,se_1,86SE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SE,se_2,87SE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SE,se_3,88SE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SE,se_4,89SE,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SI,si,57SI,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
EU,SK,sk,46SK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,AL,al,70AL,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,BA,ba,63BA,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,CH,ch,47CH,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,CH,ch,48CH,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,ME,me,64ME,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,MK,mk,67MK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_m,83NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_n,84NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_n,85NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_s,79NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_s,80NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_s,81NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,NO,no_s,82NO,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,RS,rs,65RS,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,ni,95UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,uk,90UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,uk,91UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,uk,92UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,uk,93UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
nonEU,UK,uk,94UK,processHeat_medium,engine,engineMed,gasEngineProMed,,desFac,0.44830758219422956
