scenario,timestep_3,parameter,value,comment
scr1987,ini08,scrProb,0.0,none
scr1990,ini08,scrProb,0.0,none
scr1991,ini08,scrProb,0.0,none
scr1995,ini08,scrProb,0.0,none
scr1997,ini08,scrProb,0.0,none
scr2000,ini08,scrProb,0.0,none
scr2004,ini08,scrProb,0.0,none
scr2006,ini08,scrProb,0.0,none
scr2007,ini08,scrProb,0.0,none
scr2010,ini08,scrProb,0.0,none
scr2012,ini08,scrProb,0.0,none
scr2013,ini08,scrProb,0.0,none
scr2014,ini08,scrProb,0.0,none
scr2015,ini08,scrProb,0.0,none
scr1987,ini09,scrProb,1.0,clustering
scr1985,ini09,scrProb,0.0,none
scr1988,ini09,scrProb,0.0,none
scr1990,ini09,scrProb,0.0,none
scr1991,ini09,scrProb,0.0,none
scr1995,ini09,scrProb,0.0,none
scr1997,ini09,scrProb,0.0,none
scr2000,ini09,scrProb,0.0,none
scr2004,ini09,scrProb,0.0,none
scr2006,ini09,scrProb,0.0,none
scr2007,ini09,scrProb,0.0,none
scr2010,ini09,scrProb,0.0,none
scr2012,ini09,scrProb,0.0,none
scr2013,ini09,scrProb,0.0,none
scr2014,ini09,scrProb,0.0,none
scr2015,ini09,scrProb,0.0,none
scr2000,ini10,scrProb,1.0,clustering
scr1985,ini10,scrProb,0.0,none
scr1987,ini10,scrProb,0.0,none
scr1988,ini10,scrProb,0.0,none
scr1990,ini10,scrProb,0.0,none
scr1991,ini10,scrProb,0.0,none
scr1995,ini10,scrProb,0.0,none
scr1997,ini10,scrProb,0.0,none
scr2004,ini10,scrProb,0.0,none
scr2006,ini10,scrProb,0.0,none
scr2007,ini10,scrProb,0.0,none
scr2010,ini10,scrProb,0.0,none
scr2012,ini10,scrProb,0.0,none
scr2013,ini10,scrProb,0.0,none
scr2014,ini10,scrProb,0.0,none
scr2015,ini10,scrProb,0.0,none
scr1985,ini11,scrProb,0.02857142857142857,extreme
scr2004,ini11,scrProb,0.9714285714285714,clustering
scr1987,ini11,scrProb,0.0,none
scr1988,ini11,scrProb,0.0,none
scr1990,ini11,scrProb,0.0,none
scr1991,ini11,scrProb,0.0,none
scr1995,ini11,scrProb,0.0,none
scr1997,ini11,scrProb,0.0,none
scr2000,ini11,scrProb,0.0,none
scr2006,ini11,scrProb,0.0,none
scr2007,ini11,scrProb,0.0,none
scr2010,ini11,scrProb,0.0,none
scr2012,ini11,scrProb,0.0,none
scr2013,ini11,scrProb,0.0,none
scr2014,ini11,scrProb,0.0,none
scr2015,ini11,scrProb,0.0,none
scr2014,ini12,scrProb,0.4857142857142857,clustering
scr1987,ini12,scrProb,0.5142857142857142,clustering
scr1985,ini12,scrProb,0.0,none
scr1988,ini12,scrProb,0.0,none
scr1990,ini12,scrProb,0.0,none
scr1991,ini12,scrProb,0.0,none
scr1995,ini12,scrProb,0.0,none
scr1997,ini12,scrProb,0.0,none
scr2000,ini12,scrProb,0.0,none
scr2004,ini12,scrProb,0.0,none
scr2006,ini12,scrProb,0.0,none
scr2007,ini12,scrProb,0.0,none
scr2010,ini12,scrProb,0.0,none
scr2012,ini12,scrProb,0.0,none
scr2013,ini12,scrProb,0.0,none
scr2015,ini12,scrProb,0.0,none
