timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,s2014,electricity,dem,0.480221327019535
h0002,LU,s2014,electricity,dem,0.460055118228326
h0003,LU,s2014,electricity,dem,0.451303744601953
h0004,LU,s2014,electricity,dem,0.44863616218437
h0005,LU,s2014,electricity,dem,0.458103195151403
h0006,LU,s2014,electricity,dem,0.465303744601952
h0007,LU,s2014,electricity,dem,0.498333964382172
h0008,LU,s2014,electricity,dem,0.539423250096458
h0009,LU,s2014,electricity,dem,0.565434239107447
h0010,LU,s2014,electricity,dem,0.579002920426128
h0011,LU,s2014,electricity,dem,0.59085594240415
h0012,LU,s2014,electricity,dem,0.594236436909645
h0013,LU,s2014,electricity,dem,0.584213085261293
h0014,LU,s2014,electricity,dem,0.571739184162392
h0015,LU,s2014,electricity,dem,0.560060612733821
h0016,LU,s2014,electricity,dem,0.556130667678876
h0017,LU,s2014,electricity,dem,0.569794129217337
h0018,LU,s2014,electricity,dem,0.595434239107447
h0019,LU,s2014,electricity,dem,0.599077096250304
h0020,LU,s2014,electricity,dem,0.574787261085469
h0021,LU,s2014,electricity,dem,0.536641656689865
h0022,LU,s2014,electricity,dem,0.530942480865689
h0023,LU,s2014,electricity,dem,0.530643030316239
h0024,LU,s2014,electricity,dem,0.507148524821733
h0025,LU,s2014,electricity,dem,0.473356525879535
h0026,LU,s2014,electricity,dem,0.453190317088326
h0027,LU,s2014,electricity,dem,0.444438943461953
h0028,LU,s2014,electricity,dem,0.44177136104437
h0029,LU,s2014,electricity,dem,0.451238394011403
h0030,LU,s2014,electricity,dem,0.458438943461952
h0031,LU,s2014,electricity,dem,0.491469163242172
h0032,LU,s2014,electricity,dem,0.532558448956458
h0033,LU,s2014,electricity,dem,0.558569437967447
h0034,LU,s2014,electricity,dem,0.572138119286128
h0035,LU,s2014,electricity,dem,0.58399114126415
h0036,LU,s2014,electricity,dem,0.587371635769645
h0037,LU,s2014,electricity,dem,0.577348284121293
h0038,LU,s2014,electricity,dem,0.564874383022392
h0039,LU,s2014,electricity,dem,0.553195811593821
h0040,LU,s2014,electricity,dem,0.549265866538876
h0041,LU,s2014,electricity,dem,0.562929328077337
h0042,LU,s2014,electricity,dem,0.588569437967447
h0043,LU,s2014,electricity,dem,0.592212295110304
h0044,LU,s2014,electricity,dem,0.567922459945469
h0045,LU,s2014,electricity,dem,0.529776855549865
h0046,LU,s2014,electricity,dem,0.524077679725689
h0047,LU,s2014,electricity,dem,0.523778229176239
h0048,LU,s2014,electricity,dem,0.500283723681733
h0049,LU,s2014,electricity,dem,0.471918002599535
h0050,LU,s2014,electricity,dem,0.451751793808326
h0051,LU,s2014,electricity,dem,0.443000420181953
h0052,LU,s2014,electricity,dem,0.44033283776437
h0053,LU,s2014,electricity,dem,0.449799870731403
h0054,LU,s2014,electricity,dem,0.457000420181952
h0055,LU,s2014,electricity,dem,0.490030639962172
h0056,LU,s2014,electricity,dem,0.531119925676458
h0057,LU,s2014,electricity,dem,0.557130914687447
h0058,LU,s2014,electricity,dem,0.570699596006128
h0059,LU,s2014,electricity,dem,0.58255261798415
h0060,LU,s2014,electricity,dem,0.585933112489645
h0061,LU,s2014,electricity,dem,0.575909760841293
h0062,LU,s2014,electricity,dem,0.563435859742392
h0063,LU,s2014,electricity,dem,0.551757288313821
h0064,LU,s2014,electricity,dem,0.547827343258876
h0065,LU,s2014,electricity,dem,0.561490804797337
h0066,LU,s2014,electricity,dem,0.587130914687447
h0067,LU,s2014,electricity,dem,0.590773771830304
h0068,LU,s2014,electricity,dem,0.566483936665469
h0069,LU,s2014,electricity,dem,0.528338332269865
h0070,LU,s2014,electricity,dem,0.522639156445689
h0071,LU,s2014,electricity,dem,0.522339705896239
h0072,LU,s2014,electricity,dem,0.498845200401733
h0073,LU,s2014,electricity,dem,0.404381437308535
h0074,LU,s2014,electricity,dem,0.384215228517326
h0075,LU,s2014,electricity,dem,0.375463854890953
h0076,LU,s2014,electricity,dem,0.37279627247337
h0077,LU,s2014,electricity,dem,0.382263305440403
h0078,LU,s2014,electricity,dem,0.389463854890952
h0079,LU,s2014,electricity,dem,0.422494074671172
h0080,LU,s2014,electricity,dem,0.463583360385458
h0081,LU,s2014,electricity,dem,0.489594349396447
h0082,LU,s2014,electricity,dem,0.503163030715128
h0083,LU,s2014,electricity,dem,0.51501605269315
h0084,LU,s2014,electricity,dem,0.518396547198645
h0085,LU,s2014,electricity,dem,0.508373195550293
h0086,LU,s2014,electricity,dem,0.495899294451392
h0087,LU,s2014,electricity,dem,0.484220723022821
h0088,LU,s2014,electricity,dem,0.480290777967876
h0089,LU,s2014,electricity,dem,0.493954239506337
h0090,LU,s2014,electricity,dem,0.519594349396447
h0091,LU,s2014,electricity,dem,0.523237206539304
h0092,LU,s2014,electricity,dem,0.498947371374469
h0093,LU,s2014,electricity,dem,0.460801766978865
h0094,LU,s2014,electricity,dem,0.455102591154689
h0095,LU,s2014,electricity,dem,0.454803140605239
h0096,LU,s2014,electricity,dem,0.431308635110733
