timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,LU,s2014,solar,avaConv,0.0
h0002,LU,s2014,solar,avaConv,0.0
h0003,LU,s2014,solar,avaConv,0.0
h0004,LU,s2014,solar,avaConv,0.0
h0005,LU,s2014,solar,avaConv,0.0
h0006,LU,s2014,solar,avaConv,0.0
h0007,LU,s2014,solar,avaConv,0.0
h0008,LU,s2014,solar,avaConv,0.000564345141585683
h0009,LU,s2014,solar,avaConv,0.0201122652555307
h0010,LU,s2014,solar,avaConv,0.0595664514462349
h0011,LU,s2014,solar,avaConv,0.0946429667376607
h0012,LU,s2014,solar,avaConv,0.118562309606163
h0013,LU,s2014,solar,avaConv,0.0880809451339078
h0014,LU,s2014,solar,avaConv,0.0855221123018701
h0015,LU,s2014,solar,avaConv,0.0650066066324912
h0016,LU,s2014,solar,avaConv,0.00546373818334173
h0017,LU,s2014,solar,avaConv,0.0
h0018,LU,s2014,solar,avaConv,0.0
h0019,LU,s2014,solar,avaConv,0.0
h0020,LU,s2014,solar,avaConv,0.0
h0021,LU,s2014,solar,avaConv,0.0
h0022,LU,s2014,solar,avaConv,0.0
h0023,LU,s2014,solar,avaConv,0.0
h0024,LU,s2014,solar,avaConv,0.0
h0025,LU,s2014,solar,avaConv,0.0
h0026,LU,s2014,solar,avaConv,0.0
h0027,LU,s2014,solar,avaConv,0.0
h0028,LU,s2014,solar,avaConv,0.0
h0029,LU,s2014,solar,avaConv,0.0
h0030,LU,s2014,solar,avaConv,0.0
h0031,LU,s2014,solar,avaConv,0.0
h0032,LU,s2014,solar,avaConv,0.000957335022655936
h0033,LU,s2014,solar,avaConv,0.0165383577205093
h0034,LU,s2014,solar,avaConv,0.0366206183400363
h0035,LU,s2014,solar,avaConv,0.131973911030307
h0036,LU,s2014,solar,avaConv,0.126836969369244
h0037,LU,s2014,solar,avaConv,0.0775016131233671
h0038,LU,s2014,solar,avaConv,0.0513593391282894
h0039,LU,s2014,solar,avaConv,0.0317346884299435
h0040,LU,s2014,solar,avaConv,0.0037014417965775
h0041,LU,s2014,solar,avaConv,0.0
h0042,LU,s2014,solar,avaConv,0.0
h0043,LU,s2014,solar,avaConv,0.0
h0044,LU,s2014,solar,avaConv,0.0
h0045,LU,s2014,solar,avaConv,0.0
h0046,LU,s2014,solar,avaConv,0.0
h0047,LU,s2014,solar,avaConv,0.0
h0048,LU,s2014,solar,avaConv,0.0
h0049,LU,s2014,solar,avaConv,0.0
h0050,LU,s2014,solar,avaConv,0.0
h0051,LU,s2014,solar,avaConv,0.0
h0052,LU,s2014,solar,avaConv,0.0
h0053,LU,s2014,solar,avaConv,0.0
h0054,LU,s2014,solar,avaConv,0.0
h0055,LU,s2014,solar,avaConv,0.0
h0056,LU,s2014,solar,avaConv,0.000398927702814812
h0057,LU,s2014,solar,avaConv,0.0126778160470518
h0058,LU,s2014,solar,avaConv,0.0411905860476375
h0059,LU,s2014,solar,avaConv,0.0460257043831141
h0060,LU,s2014,solar,avaConv,0.0870272723559891
h0061,LU,s2014,solar,avaConv,0.166541261914331
h0062,LU,s2014,solar,avaConv,0.0928207102511652
h0063,LU,s2014,solar,avaConv,0.0576304292947977
h0064,LU,s2014,solar,avaConv,0.00622775945757568
h0065,LU,s2014,solar,avaConv,0.0
h0066,LU,s2014,solar,avaConv,0.0
h0067,LU,s2014,solar,avaConv,0.0
h0068,LU,s2014,solar,avaConv,0.0
h0069,LU,s2014,solar,avaConv,0.0
h0070,LU,s2014,solar,avaConv,0.0
h0071,LU,s2014,solar,avaConv,0.0
h0072,LU,s2014,solar,avaConv,0.0
h0073,LU,s2014,solar,avaConv,0.0
h0074,LU,s2014,solar,avaConv,0.0
h0075,LU,s2014,solar,avaConv,0.0
h0076,LU,s2014,solar,avaConv,0.0
h0077,LU,s2014,solar,avaConv,0.0
h0078,LU,s2014,solar,avaConv,0.0
h0079,LU,s2014,solar,avaConv,0.0
h0080,LU,s2014,solar,avaConv,0.000596640701967578
h0081,LU,s2014,solar,avaConv,0.0138026002575431
h0082,LU,s2014,solar,avaConv,0.0331942709467154
h0083,LU,s2014,solar,avaConv,0.0384681626903558
h0084,LU,s2014,solar,avaConv,0.0395478592852924
h0085,LU,s2014,solar,avaConv,0.0315423763259964
h0086,LU,s2014,solar,avaConv,0.0169008858117414
h0087,LU,s2014,solar,avaConv,0.00540626649094032
h0088,LU,s2014,solar,avaConv,0.00123108762934224
h0089,LU,s2014,solar,avaConv,0.0
h0090,LU,s2014,solar,avaConv,0.0
h0091,LU,s2014,solar,avaConv,0.0
h0092,LU,s2014,solar,avaConv,0.0
h0093,LU,s2014,solar,avaConv,0.0
h0094,LU,s2014,solar,avaConv,0.0
h0095,LU,s2014,solar,avaConv,0.0
h0096,LU,s2014,solar,avaConv,0.0
