timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,s2016,electricity,dem,0.483222569258535
h0002,LU,s2016,electricity,dem,0.463056360467326
h0003,LU,s2016,electricity,dem,0.454304986840953
h0004,LU,s2016,electricity,dem,0.45163740442337
h0005,LU,s2016,electricity,dem,0.461104437390403
h0006,LU,s2016,electricity,dem,0.468304986840952
h0007,LU,s2016,electricity,dem,0.501335206621172
h0008,LU,s2016,electricity,dem,0.542424492335458
h0009,LU,s2016,electricity,dem,0.568435481346447
h0010,LU,s2016,electricity,dem,0.582004162665128
h0011,LU,s2016,electricity,dem,0.59385718464315
h0012,LU,s2016,electricity,dem,0.597237679148645
h0013,LU,s2016,electricity,dem,0.587214327500293
h0014,LU,s2016,electricity,dem,0.574740426401392
h0015,LU,s2016,electricity,dem,0.563061854972821
h0016,LU,s2016,electricity,dem,0.559131909917876
h0017,LU,s2016,electricity,dem,0.572795371456337
h0018,LU,s2016,electricity,dem,0.598435481346447
h0019,LU,s2016,electricity,dem,0.602078338489304
h0020,LU,s2016,electricity,dem,0.577788503324469
h0021,LU,s2016,electricity,dem,0.539642898928865
h0022,LU,s2016,electricity,dem,0.533943723104689
h0023,LU,s2016,electricity,dem,0.533644272555239
h0024,LU,s2016,electricity,dem,0.510149767060733
h0025,LU,s2016,electricity,dem,0.406619617209535
h0026,LU,s2016,electricity,dem,0.386453408418326
h0027,LU,s2016,electricity,dem,0.377702034791953
h0028,LU,s2016,electricity,dem,0.37503445237437
h0029,LU,s2016,electricity,dem,0.384501485341403
h0030,LU,s2016,electricity,dem,0.391702034791952
h0031,LU,s2016,electricity,dem,0.424732254572172
h0032,LU,s2016,electricity,dem,0.465821540286458
h0033,LU,s2016,electricity,dem,0.491832529297447
h0034,LU,s2016,electricity,dem,0.505401210616128
h0035,LU,s2016,electricity,dem,0.51725423259415
h0036,LU,s2016,electricity,dem,0.520634727099645
h0037,LU,s2016,electricity,dem,0.510611375451293
h0038,LU,s2016,electricity,dem,0.498137474352392
h0039,LU,s2016,electricity,dem,0.486458902923821
h0040,LU,s2016,electricity,dem,0.482528957868876
h0041,LU,s2016,electricity,dem,0.496192419407337
h0042,LU,s2016,electricity,dem,0.521832529297447
h0043,LU,s2016,electricity,dem,0.525475386440304
h0044,LU,s2016,electricity,dem,0.501185551275469
h0045,LU,s2016,electricity,dem,0.463039946879865
h0046,LU,s2016,electricity,dem,0.457340771055689
h0047,LU,s2016,electricity,dem,0.457041320506239
h0048,LU,s2016,electricity,dem,0.433546815011733
h0049,LU,s2016,electricity,dem,0.372480133442535
h0050,LU,s2016,electricity,dem,0.352313924651326
h0051,LU,s2016,electricity,dem,0.343562551024953
h0052,LU,s2016,electricity,dem,0.34089496860737
h0053,LU,s2016,electricity,dem,0.350362001574403
h0054,LU,s2016,electricity,dem,0.357562551024952
h0055,LU,s2016,electricity,dem,0.390592770805172
h0056,LU,s2016,electricity,dem,0.431682056519458
h0057,LU,s2016,electricity,dem,0.457693045530447
h0058,LU,s2016,electricity,dem,0.471261726849128
h0059,LU,s2016,electricity,dem,0.48311474882715
h0060,LU,s2016,electricity,dem,0.486495243332645
h0061,LU,s2016,electricity,dem,0.476471891684293
h0062,LU,s2016,electricity,dem,0.463997990585392
h0063,LU,s2016,electricity,dem,0.452319419156821
h0064,LU,s2016,electricity,dem,0.448389474101876
h0065,LU,s2016,electricity,dem,0.462052935640337
h0066,LU,s2016,electricity,dem,0.487693045530447
h0067,LU,s2016,electricity,dem,0.491335902673304
h0068,LU,s2016,electricity,dem,0.467046067508469
h0069,LU,s2016,electricity,dem,0.428900463112865
h0070,LU,s2016,electricity,dem,0.423201287288689
h0071,LU,s2016,electricity,dem,0.422901836739239
h0072,LU,s2016,electricity,dem,0.399407331244733
h0073,LU,s2016,electricity,dem,0.462187432374535
h0074,LU,s2016,electricity,dem,0.442021223583326
h0075,LU,s2016,electricity,dem,0.433269849956953
h0076,LU,s2016,electricity,dem,0.43060226753937
h0077,LU,s2016,electricity,dem,0.440069300506403
h0078,LU,s2016,electricity,dem,0.447269849956952
h0079,LU,s2016,electricity,dem,0.480300069737172
h0080,LU,s2016,electricity,dem,0.521389355451458
h0081,LU,s2016,electricity,dem,0.547400344462447
h0082,LU,s2016,electricity,dem,0.560969025781128
h0083,LU,s2016,electricity,dem,0.57282204775915
h0084,LU,s2016,electricity,dem,0.576202542264645
h0085,LU,s2016,electricity,dem,0.566179190616293
h0086,LU,s2016,electricity,dem,0.553705289517392
h0087,LU,s2016,electricity,dem,0.542026718088821
h0088,LU,s2016,electricity,dem,0.538096773033876
h0089,LU,s2016,electricity,dem,0.551760234572337
h0090,LU,s2016,electricity,dem,0.577400344462447
h0091,LU,s2016,electricity,dem,0.581043201605304
h0092,LU,s2016,electricity,dem,0.556753366440469
h0093,LU,s2016,electricity,dem,0.518607762044865
h0094,LU,s2016,electricity,dem,0.512908586220689
h0095,LU,s2016,electricity,dem,0.512609135671239
h0096,LU,s2016,electricity,dem,0.489114630176733
