timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,DE,s2018,wind,avaConv,0.896014869834849
h0002,DE,s2018,wind,avaConv,0.923186806191823
h0003,DE,s2018,wind,avaConv,0.951474533684192
h0004,DE,s2018,wind,avaConv,0.976273272298426
h0005,DE,s2018,wind,avaConv,0.981597059629597
h0006,DE,s2018,wind,avaConv,0.983235753808164
h0007,DE,s2018,wind,avaConv,0.982734377055132
h0008,DE,s2018,wind,avaConv,0.984335781635712
h0009,DE,s2018,wind,avaConv,0.987025857900042
h0010,DE,s2018,wind,avaConv,0.987311465754609
h0011,DE,s2018,wind,avaConv,0.989178792567505
h0012,DE,s2018,wind,avaConv,0.990898626560944
h0013,DE,s2018,wind,avaConv,0.989793860894068
h0014,DE,s2018,wind,avaConv,0.983425260187679
h0015,DE,s2018,wind,avaConv,0.93868462542305
h0016,DE,s2018,wind,avaConv,0.737753658815718
h0017,DE,s2018,wind,avaConv,0.595865634829773
h0018,DE,s2018,wind,avaConv,0.496992173328206
h0019,DE,s2018,wind,avaConv,0.427309990920427
h0020,DE,s2018,wind,avaConv,0.394160268083181
h0021,DE,s2018,wind,avaConv,0.395772825935975
h0022,DE,s2018,wind,avaConv,0.422108230466405
h0023,DE,s2018,wind,avaConv,0.420072484729167
h0024,DE,s2018,wind,avaConv,0.406292605516996
h0025,DE,s2018,wind,avaConv,0.387549011446241
h0026,DE,s2018,wind,avaConv,0.377820413778062
h0027,DE,s2018,wind,avaConv,0.371086391387425
h0028,DE,s2018,wind,avaConv,0.400100487150972
h0029,DE,s2018,wind,avaConv,0.444763492318869
h0030,DE,s2018,wind,avaConv,0.518343130406877
h0031,DE,s2018,wind,avaConv,0.561736256691058
h0032,DE,s2018,wind,avaConv,0.561462826734492
h0033,DE,s2018,wind,avaConv,0.538527386445795
h0034,DE,s2018,wind,avaConv,0.529438705745994
h0035,DE,s2018,wind,avaConv,0.588395140321832
h0036,DE,s2018,wind,avaConv,0.674361103570954
h0037,DE,s2018,wind,avaConv,0.680829910847884
h0038,DE,s2018,wind,avaConv,0.626973430519281
h0039,DE,s2018,wind,avaConv,0.512307636927656
h0040,DE,s2018,wind,avaConv,0.45048876259749
h0041,DE,s2018,wind,avaConv,0.440291727121728
h0042,DE,s2018,wind,avaConv,0.462924863631507
h0043,DE,s2018,wind,avaConv,0.511787715483412
h0044,DE,s2018,wind,avaConv,0.548589479722918
h0045,DE,s2018,wind,avaConv,0.583488030523727
h0046,DE,s2018,wind,avaConv,0.650116813601926
h0047,DE,s2018,wind,avaConv,0.698060787686553
h0048,DE,s2018,wind,avaConv,0.778149481908864
