timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s2016,electricity,dem,59.7074931424476
h0002,FR,s2016,electricity,dem,58.2180810545355
h0003,FR,s2016,electricity,dem,55.4618063292608
h0004,FR,s2016,electricity,dem,54.476141494096
h0005,FR,s2016,electricity,dem,56.3451689666234
h0006,FR,s2016,electricity,dem,60.6142184171729
h0007,FR,s2016,electricity,dem,65.0727239116784
h0008,FR,s2016,electricity,dem,67.0779436918982
h0009,FR,s2016,electricity,dem,68.2280535820081
h0010,FR,s2016,electricity,dem,68.4549491864036
h0011,FR,s2016,electricity,dem,68.5334381973927
h0012,FR,s2016,electricity,dem,68.5962953402498
h0013,FR,s2016,electricity,dem,66.8668777578322
h0014,FR,s2016,electricity,dem,64.7909711644256
h0015,FR,s2016,electricity,dem,62.804130505085
h0016,FR,s2016,electricity,dem,62.2436469886015
h0017,FR,s2016,electricity,dem,64.5914601754147
h0018,FR,s2016,electricity,dem,68.8621250105795
h0019,FR,s2016,electricity,dem,69.7725920435465
h0020,FR,s2016,electricity,dem,66.4699491864036
h0021,FR,s2016,electricity,dem,63.1337623732168
h0022,FR,s2016,electricity,dem,63.5245041314586
h0023,FR,s2016,electricity,dem,64.6210810545355
h0024,FR,s2016,electricity,dem,61.9392788567334
h0025,FR,s2016,electricity,dem,53.0017603033476
h0026,FR,s2016,electricity,dem,51.5123482154355
h0027,FR,s2016,electricity,dem,48.7560734901608
h0028,FR,s2016,electricity,dem,47.770408654996
h0029,FR,s2016,electricity,dem,49.6394361275234
h0030,FR,s2016,electricity,dem,53.9084855780729
h0031,FR,s2016,electricity,dem,58.3669910725784
h0032,FR,s2016,electricity,dem,60.3722108527982
h0033,FR,s2016,electricity,dem,61.5223207429081
h0034,FR,s2016,electricity,dem,61.7492163473036
h0035,FR,s2016,electricity,dem,61.8277053582927
h0036,FR,s2016,electricity,dem,61.8905625011498
h0037,FR,s2016,electricity,dem,60.1611449187322
h0038,FR,s2016,electricity,dem,58.0852383253256
h0039,FR,s2016,electricity,dem,56.098397665985
h0040,FR,s2016,electricity,dem,55.5379141495015
h0041,FR,s2016,electricity,dem,57.8857273363147
h0042,FR,s2016,electricity,dem,62.1563921714795
h0043,FR,s2016,electricity,dem,63.0668592044465
h0044,FR,s2016,electricity,dem,59.7642163473036
h0045,FR,s2016,electricity,dem,56.4280295341168
h0046,FR,s2016,electricity,dem,56.8187712923586
h0047,FR,s2016,electricity,dem,57.9153482154355
h0048,FR,s2016,electricity,dem,55.2335460176334
h0049,FR,s2016,electricity,dem,53.7629426847476
h0050,FR,s2016,electricity,dem,52.2735305968355
h0051,FR,s2016,electricity,dem,49.5172558715608
h0052,FR,s2016,electricity,dem,48.531591036396
