timestep_5,region_4,carrier_1,parameter,value
h0001,01ES,frtRail,mustOut,0.233886486425145
h0002,01ES,frtRail,mustOut,0.241462101080545
h0003,01ES,frtRail,mustOut,0.248006613509933
h0004,01ES,frtRail,mustOut,0.352141958525141
h0005,01ES,frtRail,mustOut,0.471969298094556
h0006,01ES,frtRail,mustOut,0.587532433046668
h0007,01ES,frtRail,mustOut,0.62881930511442
h0008,01ES,frtRail,mustOut,0.66598728538373
h0009,01ES,frtRail,mustOut,0.719811319922707
h0010,01ES,frtRail,mustOut,0.693900879263192
h0011,01ES,frtRail,mustOut,0.654571849573795
h0012,01ES,frtRail,mustOut,0.586794434531665
h0013,01ES,frtRail,mustOut,0.68227723890348
h0014,01ES,frtRail,mustOut,0.752920585172915
h0015,01ES,frtRail,mustOut,0.821555727317702
h0016,01ES,frtRail,mustOut,0.660970711608161
h0017,01ES,frtRail,mustOut,0.502503412847958
h0018,01ES,frtRail,mustOut,0.33857952891918
h0019,01ES,frtRail,mustOut,0.410685062616791
h0020,01ES,frtRail,mustOut,0.454542622103674
h0021,01ES,frtRail,mustOut,0.477275248750667
h0022,01ES,frtRail,mustOut,0.392371527401477
h0023,01ES,frtRail,mustOut,0.333924053680206
h0024,01ES,frtRail,mustOut,0.308136545198458
h0025,01ES,frtRail,mustOut,0.341161673969259
h0026,01ES,frtRail,mustOut,0.381886249389277
h0027,01ES,frtRail,mustOut,0.41585768676146
h0028,01ES,frtRail,mustOut,0.546383575894884
h0029,01ES,frtRail,mustOut,0.660014095383425
h0030,01ES,frtRail,mustOut,0.741878017495004
h0031,01ES,frtRail,mustOut,0.579112449372364
h0032,01ES,frtRail,mustOut,0.447369728445278
h0033,01ES,frtRail,mustOut,0.366703235501066
h0034,01ES,frtRail,mustOut,0.413570303786979
h0035,01ES,frtRail,mustOut,0.456245313303958
h0036,01ES,frtRail,mustOut,0.509180324124917
h0037,01ES,frtRail,mustOut,0.584940466852532
h0038,01ES,frtRail,mustOut,0.657787716764064
h0039,01ES,frtRail,mustOut,0.705681721028952
h0040,01ES,frtRail,mustOut,0.711963191034744
h0041,01ES,frtRail,mustOut,0.685686471701455
h0042,01ES,frtRail,mustOut,0.630633089705283
h0043,01ES,frtRail,mustOut,0.583850984405832
h0044,01ES,frtRail,mustOut,0.557275873962447
h0045,01ES,frtRail,mustOut,0.547884795760938
h0046,01ES,frtRail,mustOut,0.453747234766151
h0047,01ES,frtRail,mustOut,0.37523974882804
h0048,01ES,frtRail,mustOut,0.323812240183357
h0049,01ES,frtRail,mustOut,0.415262684793078
h0050,01ES,frtRail,mustOut,0.515184285732708
h0051,01ES,frtRail,mustOut,0.626108683689731
h0052,01ES,frtRail,mustOut,0.72157184985381
h0053,01ES,frtRail,mustOut,0.80566175387751
h0054,01ES,frtRail,mustOut,0.862518806216199
h0055,01ES,frtRail,mustOut,0.868783588223902
h0056,01ES,frtRail,mustOut,0.822132746251095
h0057,01ES,frtRail,mustOut,0.739870561611056
h0058,01ES,frtRail,mustOut,0.661850366931113
h0059,01ES,frtRail,mustOut,0.620115581419273
h0060,01ES,frtRail,mustOut,0.620115581419273
h0061,01ES,frtRail,mustOut,0.503230539621563
h0062,01ES,frtRail,mustOut,0.365037521341525
h0063,01ES,frtRail,mustOut,0.206160894613848
h0064,01ES,frtRail,mustOut,0.276470108417337
h0065,01ES,frtRail,mustOut,0.342621830687152
h0066,01ES,frtRail,mustOut,0.403309792701196
h0067,01ES,frtRail,mustOut,0.354958295652461
h0068,01ES,frtRail,mustOut,0.321275330140018
h0069,01ES,frtRail,mustOut,0.282221339923887
h0070,01ES,frtRail,mustOut,0.37063723779151
h0071,01ES,frtRail,mustOut,0.452535029898167
h0072,01ES,frtRail,mustOut,0.532437432739338
h0073,01ES,frtRail,mustOut,0.510776361006348
h0074,01ES,frtRail,mustOut,0.500101547508835
h0075,01ES,frtRail,mustOut,0.500457108285358
h0076,01ES,frtRail,mustOut,0.478845753883443
h0077,01ES,frtRail,mustOut,0.457789739675799
h0078,01ES,frtRail,mustOut,0.42713753028273
h0079,01ES,frtRail,mustOut,0.49985708004448
h0080,01ES,frtRail,mustOut,0.563107867840103
h0081,01ES,frtRail,mustOut,0.62700489122708
h0082,01ES,frtRail,mustOut,0.583943600149005
