timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s1989,electricity,dem,61.8835389776476
h0002,FR,s1989,electricity,dem,60.3941268897355
h0003,FR,s1989,electricity,dem,57.6378521644608
h0004,FR,s1989,electricity,dem,56.652187329296
h0005,FR,s1989,electricity,dem,58.5212148018234
h0006,FR,s1989,electricity,dem,62.7902642523729
h0007,FR,s1989,electricity,dem,67.2487697468784
h0008,FR,s1989,electricity,dem,69.2539895270982
h0009,FR,s1989,electricity,dem,70.4040994172081
h0010,FR,s1989,electricity,dem,70.6309950216036
h0011,FR,s1989,electricity,dem,70.7094840325927
h0012,FR,s1989,electricity,dem,70.7723411754498
h0013,FR,s1989,electricity,dem,69.0429235930322
h0014,FR,s1989,electricity,dem,66.9670169996256
h0015,FR,s1989,electricity,dem,64.980176340285
h0016,FR,s1989,electricity,dem,64.4196928238015
h0017,FR,s1989,electricity,dem,66.7675060106147
h0018,FR,s1989,electricity,dem,71.0381708457795
h0019,FR,s1989,electricity,dem,71.9486378787465
h0020,FR,s1989,electricity,dem,68.6459950216036
h0021,FR,s1989,electricity,dem,65.3098082084168
h0022,FR,s1989,electricity,dem,65.7005499666586
h0023,FR,s1989,electricity,dem,66.7971268897355
h0024,FR,s1989,electricity,dem,64.1153246919334
h0025,FR,s1989,electricity,dem,68.7224216269476
h0026,FR,s1989,electricity,dem,67.2330095390355
h0027,FR,s1989,electricity,dem,64.4767348137608
h0028,FR,s1989,electricity,dem,63.491069978596
h0029,FR,s1989,electricity,dem,65.3600974511234
h0030,FR,s1989,electricity,dem,69.6291469016729
h0031,FR,s1989,electricity,dem,74.0876523961784
h0032,FR,s1989,electricity,dem,76.0928721763982
h0033,FR,s1989,electricity,dem,77.2429820665081
h0034,FR,s1989,electricity,dem,77.4698776709036
h0035,FR,s1989,electricity,dem,77.5483666818927
h0036,FR,s1989,electricity,dem,77.6112238247498
h0037,FR,s1989,electricity,dem,75.8818062423322
h0038,FR,s1989,electricity,dem,73.8058996489256
h0039,FR,s1989,electricity,dem,71.819058989585
h0040,FR,s1989,electricity,dem,71.2585754731015
h0041,FR,s1989,electricity,dem,73.6063886599147
h0042,FR,s1989,electricity,dem,77.8770534950795
h0043,FR,s1989,electricity,dem,78.7875205280465
h0044,FR,s1989,electricity,dem,75.4848776709036
h0045,FR,s1989,electricity,dem,72.1486908577168
h0046,FR,s1989,electricity,dem,72.5394326159586
h0047,FR,s1989,electricity,dem,73.6360095390355
h0048,FR,s1989,electricity,dem,70.9542073412334
h0049,FR,s1989,electricity,dem,70.5801197849476
h0050,FR,s1989,electricity,dem,69.0907076970355
h0051,FR,s1989,electricity,dem,66.3344329717608
h0052,FR,s1989,electricity,dem,65.348768136596
h0053,FR,s1989,electricity,dem,67.2177956091235
h0054,FR,s1989,electricity,dem,71.4868450596729
h0055,FR,s1989,electricity,dem,75.9453505541784
h0056,FR,s1989,electricity,dem,77.9505703343982
h0057,FR,s1989,electricity,dem,79.1006802245081
h0058,FR,s1989,electricity,dem,79.3275758289036
h0059,FR,s1989,electricity,dem,79.4060648398927
h0060,FR,s1989,electricity,dem,79.4689219827498
h0061,FR,s1989,electricity,dem,77.7395044003322
h0062,FR,s1989,electricity,dem,75.6635978069256
h0063,FR,s1989,electricity,dem,73.676757147585
h0064,FR,s1989,electricity,dem,73.1162736311015
h0065,FR,s1989,electricity,dem,75.4640868179147
h0066,FR,s1989,electricity,dem,79.7347516530795
h0067,FR,s1989,electricity,dem,80.6452186860465
h0068,FR,s1989,electricity,dem,77.3425758289037
h0069,FR,s1989,electricity,dem,74.0063890157168
h0070,FR,s1989,electricity,dem,74.3971307739586
h0071,FR,s1989,electricity,dem,75.4937076970356
h0072,FR,s1989,electricity,dem,72.8119054992334
h0073,FR,s1989,electricity,dem,67.3099676872476
h0074,FR,s1989,electricity,dem,65.8205555993355
h0075,FR,s1989,electricity,dem,63.0642808740608
h0076,FR,s1989,electricity,dem,62.078616038896
h0077,FR,s1989,electricity,dem,63.9476435114234
h0078,FR,s1989,electricity,dem,68.2166929619729
h0079,FR,s1989,electricity,dem,72.6751984564784
h0080,FR,s1989,electricity,dem,74.6804182366982
h0081,FR,s1989,electricity,dem,75.8305281268081
h0082,FR,s1989,electricity,dem,76.0574237312036
h0083,FR,s1989,electricity,dem,76.1359127421927
h0084,FR,s1989,electricity,dem,76.1987698850498
h0085,FR,s1989,electricity,dem,74.4693523026322
h0086,FR,s1989,electricity,dem,72.3934457092256
h0087,FR,s1989,electricity,dem,70.406605049885
h0088,FR,s1989,electricity,dem,69.8461215334015
h0089,FR,s1989,electricity,dem,72.1939347202147
h0090,FR,s1989,electricity,dem,76.4645995553795
h0091,FR,s1989,electricity,dem,77.3750665883465
h0092,FR,s1989,electricity,dem,74.0724237312037
h0093,FR,s1989,electricity,dem,70.7362369180168
h0094,FR,s1989,electricity,dem,71.1269786762586
h0095,FR,s1989,electricity,dem,72.2235555993355
h0096,FR,s1989,electricity,dem,69.5417534015334
h0097,FR,s1989,electricity,dem,65.6946101745476
h0098,FR,s1989,electricity,dem,64.2051980866355
