timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,DE,s2014,wind,avaConv,0.578783125771392
h0002,DE,s2014,wind,avaConv,0.533186975805751
h0003,DE,s2014,wind,avaConv,0.502848942898315
h0004,DE,s2014,wind,avaConv,0.486637769798326
h0005,DE,s2014,wind,avaConv,0.483587483229321
h0006,DE,s2014,wind,avaConv,0.482587509076788
h0007,DE,s2014,wind,avaConv,0.490043513673215
h0008,DE,s2014,wind,avaConv,0.477556825669587
h0009,DE,s2014,wind,avaConv,0.506379681153286
h0010,DE,s2014,wind,avaConv,0.571503699542746
h0011,DE,s2014,wind,avaConv,0.543776735293759
h0012,DE,s2014,wind,avaConv,0.564053029393326
h0013,DE,s2014,wind,avaConv,0.554223876137225
h0014,DE,s2014,wind,avaConv,0.474249376881779
h0015,DE,s2014,wind,avaConv,0.400935898320213
h0016,DE,s2014,wind,avaConv,0.414176348796325
h0017,DE,s2014,wind,avaConv,0.529957600557087
h0018,DE,s2014,wind,avaConv,0.593248964038931
h0019,DE,s2014,wind,avaConv,0.635791436060724
h0020,DE,s2014,wind,avaConv,0.683010330300575
h0021,DE,s2014,wind,avaConv,0.731016751494348
h0022,DE,s2014,wind,avaConv,0.773640080770413
h0023,DE,s2014,wind,avaConv,0.794118030620578
h0024,DE,s2014,wind,avaConv,0.805283610398758
h0025,DE,s2014,wind,avaConv,0.807428873003987
h0026,DE,s2014,wind,avaConv,0.792348927052651
h0027,DE,s2014,wind,avaConv,0.792149230002471
h0028,DE,s2014,wind,avaConv,0.800099373891522
h0029,DE,s2014,wind,avaConv,0.814586867424122
h0030,DE,s2014,wind,avaConv,0.836743088712858
h0031,DE,s2014,wind,avaConv,0.862386620658385
h0032,DE,s2014,wind,avaConv,0.882002164267897
h0033,DE,s2014,wind,avaConv,0.896457786313255
h0034,DE,s2014,wind,avaConv,0.901177546150968
h0035,DE,s2014,wind,avaConv,0.906752805928714
h0036,DE,s2014,wind,avaConv,0.888222140888976
h0037,DE,s2014,wind,avaConv,0.877747035706784
h0038,DE,s2014,wind,avaConv,0.836580285802365
h0039,DE,s2014,wind,avaConv,0.793739299451436
h0040,DE,s2014,wind,avaConv,0.715728979516752
h0041,DE,s2014,wind,avaConv,0.747457772331058
h0042,DE,s2014,wind,avaConv,0.732072637869029
h0043,DE,s2014,wind,avaConv,0.668187553589491
h0044,DE,s2014,wind,avaConv,0.585086830047347
h0045,DE,s2014,wind,avaConv,0.519593087913391
h0046,DE,s2014,wind,avaConv,0.449918858291025
h0047,DE,s2014,wind,avaConv,0.415588962854084
h0048,DE,s2014,wind,avaConv,0.390022487678528
h0049,DE,s2014,wind,avaConv,0.383124072344708
h0050,DE,s2014,wind,avaConv,0.403374729574929
h0051,DE,s2014,wind,avaConv,0.462586246694603
h0052,DE,s2014,wind,avaConv,0.528692311935087
h0053,DE,s2014,wind,avaConv,0.570397728444784
h0054,DE,s2014,wind,avaConv,0.643274739210962
h0055,DE,s2014,wind,avaConv,0.704147511201602
h0056,DE,s2014,wind,avaConv,0.759667453861009
h0057,DE,s2014,wind,avaConv,0.813081505979022
h0058,DE,s2014,wind,avaConv,0.86316333373482
h0059,DE,s2014,wind,avaConv,0.877422790662406
h0060,DE,s2014,wind,avaConv,0.903164881421557
h0061,DE,s2014,wind,avaConv,0.929167467775234
h0062,DE,s2014,wind,avaConv,0.918754688446603
h0063,DE,s2014,wind,avaConv,0.904347223050042
h0064,DE,s2014,wind,avaConv,0.900534946747019
h0065,DE,s2014,wind,avaConv,0.904783952357196
h0066,DE,s2014,wind,avaConv,0.913092369744652
h0067,DE,s2014,wind,avaConv,0.915405329896762
h0068,DE,s2014,wind,avaConv,0.919892620633825
h0069,DE,s2014,wind,avaConv,0.92196808773811
h0070,DE,s2014,wind,avaConv,0.921073144331276
h0071,DE,s2014,wind,avaConv,0.932093441857363
h0072,DE,s2014,wind,avaConv,0.929097471466081
h0073,DE,s2014,wind,avaConv,0.915171394151934
h0074,DE,s2014,wind,avaConv,0.896767663876369
h0075,DE,s2014,wind,avaConv,0.860949211063618
h0076,DE,s2014,wind,avaConv,0.796501822592207
h0077,DE,s2014,wind,avaConv,0.733415487751191
h0078,DE,s2014,wind,avaConv,0.670132295083475
h0079,DE,s2014,wind,avaConv,0.636591293425239
h0080,DE,s2014,wind,avaConv,0.609478039653942
h0081,DE,s2014,wind,avaConv,0.619088931262275
h0082,DE,s2014,wind,avaConv,0.634427733277651
h0083,DE,s2014,wind,avaConv,0.586471602044936
h0084,DE,s2014,wind,avaConv,0.532833033101278
h0085,DE,s2014,wind,avaConv,0.526744809992356
h0086,DE,s2014,wind,avaConv,0.514208118251682
h0087,DE,s2014,wind,avaConv,0.510942842594431
h0088,DE,s2014,wind,avaConv,0.520780239381146
h0089,DE,s2014,wind,avaConv,0.574064248650393
h0090,DE,s2014,wind,avaConv,0.58401096051987
h0091,DE,s2014,wind,avaConv,0.586476530076074
h0092,DE,s2014,wind,avaConv,0.562168384487616
