timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,ES,es,10ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,transport,,fcPsngRoadPub,capaConvFix,0.0
