timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s2009,electricity,dem,71.5311599038476
h0002,FR,s2009,electricity,dem,70.0417478159355
h0003,FR,s2009,electricity,dem,67.2854730906608
h0004,FR,s2009,electricity,dem,66.299808255496
h0005,FR,s2009,electricity,dem,68.1688357280234
h0006,FR,s2009,electricity,dem,72.4378851785729
h0007,FR,s2009,electricity,dem,76.8963906730784
h0008,FR,s2009,electricity,dem,78.9016104532982
h0009,FR,s2009,electricity,dem,80.0517203434081
h0010,FR,s2009,electricity,dem,80.2786159478036
h0011,FR,s2009,electricity,dem,80.3571049587927
h0012,FR,s2009,electricity,dem,80.4199621016498
h0013,FR,s2009,electricity,dem,78.6905445192322
h0014,FR,s2009,electricity,dem,76.6146379258256
h0015,FR,s2009,electricity,dem,74.627797266485
h0016,FR,s2009,electricity,dem,74.0673137500015
h0017,FR,s2009,electricity,dem,76.4151269368147
h0018,FR,s2009,electricity,dem,80.6857917719795
h0019,FR,s2009,electricity,dem,81.5962588049465
h0020,FR,s2009,electricity,dem,78.2936159478037
h0021,FR,s2009,electricity,dem,74.9574291346168
h0022,FR,s2009,electricity,dem,75.3481708928586
h0023,FR,s2009,electricity,dem,76.4447478159356
h0024,FR,s2009,electricity,dem,73.7629456181334
h0025,FR,s2009,electricity,dem,73.6120536916476
h0026,FR,s2009,electricity,dem,72.1226416037355
h0027,FR,s2009,electricity,dem,69.3663668784608
h0028,FR,s2009,electricity,dem,68.380702043296
h0029,FR,s2009,electricity,dem,70.2497295158234
h0030,FR,s2009,electricity,dem,74.5187789663729
h0031,FR,s2009,electricity,dem,78.9772844608784
h0032,FR,s2009,electricity,dem,80.9825042410982
h0033,FR,s2009,electricity,dem,82.132614131208
h0034,FR,s2009,electricity,dem,82.3595097356036
h0035,FR,s2009,electricity,dem,82.4379987465927
h0036,FR,s2009,electricity,dem,82.5008558894498
h0037,FR,s2009,electricity,dem,80.7714383070322
h0038,FR,s2009,electricity,dem,78.6955317136256
h0039,FR,s2009,electricity,dem,76.708691054285
h0040,FR,s2009,electricity,dem,76.1482075378015
h0041,FR,s2009,electricity,dem,78.4960207246147
h0042,FR,s2009,electricity,dem,82.7666855597795
h0043,FR,s2009,electricity,dem,83.6771525927465
h0044,FR,s2009,electricity,dem,80.3745097356037
h0045,FR,s2009,electricity,dem,77.0383229224168
h0046,FR,s2009,electricity,dem,77.4290646806586
h0047,FR,s2009,electricity,dem,78.5256416037355
h0048,FR,s2009,electricity,dem,75.8438394059334
h0049,FR,s2009,electricity,dem,71.6643582171476
h0050,FR,s2009,electricity,dem,70.1749461292355
h0051,FR,s2009,electricity,dem,67.4186714039608
h0052,FR,s2009,electricity,dem,66.433006568796
h0053,FR,s2009,electricity,dem,68.3020340413234
h0054,FR,s2009,electricity,dem,72.5710834918729
h0055,FR,s2009,electricity,dem,77.0295889863784
h0056,FR,s2009,electricity,dem,79.0348087665982
h0057,FR,s2009,electricity,dem,80.1849186567081
h0058,FR,s2009,electricity,dem,80.4118142611036
h0059,FR,s2009,electricity,dem,80.4903032720927
h0060,FR,s2009,electricity,dem,80.5531604149498
h0061,FR,s2009,electricity,dem,78.8237428325322
h0062,FR,s2009,electricity,dem,76.7478362391256
h0063,FR,s2009,electricity,dem,74.760995579785
h0064,FR,s2009,electricity,dem,74.2005120633015
h0065,FR,s2009,electricity,dem,76.5483252501147
h0066,FR,s2009,electricity,dem,80.8189900852795
h0067,FR,s2009,electricity,dem,81.7294571182465
h0068,FR,s2009,electricity,dem,78.4268142611037
h0069,FR,s2009,electricity,dem,75.0906274479168
h0070,FR,s2009,electricity,dem,75.4813692061586
h0071,FR,s2009,electricity,dem,76.5779461292356
h0072,FR,s2009,electricity,dem,73.8961439314334
h0073,FR,s2009,electricity,dem,70.3496714017476
h0074,FR,s2009,electricity,dem,68.8602593138355
h0075,FR,s2009,electricity,dem,66.1039845885608
h0076,FR,s2009,electricity,dem,65.118319753396
h0077,FR,s2009,electricity,dem,66.9873472259234
h0078,FR,s2009,electricity,dem,71.2563966764729
h0079,FR,s2009,electricity,dem,75.7149021709784
h0080,FR,s2009,electricity,dem,77.7201219511982
h0081,FR,s2009,electricity,dem,78.870231841308
h0082,FR,s2009,electricity,dem,79.0971274457036
h0083,FR,s2009,electricity,dem,79.1756164566927
h0084,FR,s2009,electricity,dem,79.2384735995498
h0085,FR,s2009,electricity,dem,77.5090560171322
h0086,FR,s2009,electricity,dem,75.4331494237256
h0087,FR,s2009,electricity,dem,73.446308764385
h0088,FR,s2009,electricity,dem,72.8858252479015
h0089,FR,s2009,electricity,dem,75.2336384347147
h0090,FR,s2009,electricity,dem,79.5043032698795
h0091,FR,s2009,electricity,dem,80.4147703028465
h0092,FR,s2009,electricity,dem,77.1121274457036
h0093,FR,s2009,electricity,dem,73.7759406325168
h0094,FR,s2009,electricity,dem,74.1666823907586
h0095,FR,s2009,electricity,dem,75.2632593138355
h0096,FR,s2009,electricity,dem,72.5814571160334
